更新时间,#genre#
江西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265032/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=3$LR•IPV6『线路3』
江西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000268001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268001&livemode=1&stbId=3$LR•IPV6『线路4』
江西卫视,http://123.161.39.146:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路5』
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路6』
江西卫视,http://111.8.242.107:9999/tsfile/live/1019_1.m3u8$LR•IPV4『线路7』
江西卫视,http://60.187.244.165:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路8』
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
江西卫视,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8$LR•IPV4『线路10』
江西卫视,http://live.nctv.top/6688/jxtv1.php?id=jxws$LR•IPV4『线路11』
江西卫视,http://php.jdshipin.com:8880/jxtv2.php?id=1$LR•IPV4『线路12』
江西卫视,rtsp://115.153.245.70/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路13』
江西卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路14』
江西卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路15』
安徽卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226205/index.m3u8$LR•IPV6『线路1』
安徽卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000514/index.m3u8$LR•IPV6『线路2』
安徽卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000030159/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3$LR•IPV6『线路3』
安徽卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009954/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009954&livemode=1&stbId=3$LR•IPV6『线路4』
安徽卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265025/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3$LR•IPV6『线路5』
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路6』
安徽卫视,http://111.8.242.107:9999/tsfile/live/1057_1.m3u8$LR•IPV4『线路7』
安徽卫视,http://60.187.244.165:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路8』
安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路9』
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
重庆卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000517/index.m3u8$LR•IPV6『线路1』
重庆卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001096/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001096&livemode=1&stbId=3$LR•IPV6『线路2』
重庆卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265017/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=3$LR•IPV6『线路3』
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8$LR•IPV4『线路4』
重庆卫视,http://111.8.242.107:9999/tsfile/live/1071_1.m3u8$LR•IPV4『线路5』
重庆卫视,http://60.187.244.165:9901/tsfile/live/0142_1.m3u8$LR•IPV4『线路6』
重庆卫视,http://113.57.111.4:1111/tsfile/live/1030_1.m3u8$LR•IPV4『线路7』
重庆卫视,http://123.161.155.128:9901/tsfile/live/0142_1.m3u8$LR•IPV4『线路8』
四川卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000025/index.m3u8$LR•IPV6『线路1』
四川卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225487/2/index.m3u8$LR•IPV6『线路2』
四川卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000006119/1.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=3$LR•IPV6『线路3』
四川卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000025$LR•IPV6『线路4』
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8$LR•IPV4『线路5』
四川卫视,http://111.8.242.107:9999/tsfile/live/1056_1.m3u8$LR•IPV4『线路6』
四川卫视,http://60.187.244.165:9901/tsfile/live/0123_1.m3u8$LR•IPV4『线路7』
四川卫视,http://113.57.111.4:1111/tsfile/live/1032_1.m3u8$LR•IPV4『线路8』
四川卫视,http://123.161.155.128:9901/tsfile/live/0123_1.m3u8$LR•IPV4『线路9』
东南卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226182/index.m3u8$LR•IPV6『线路1』
东南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000519/index.m3u8$LR•IPV6『线路2』
东南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3$LR•IPV6『线路3』
东南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265033/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265033&livemode=1&stbId=3$LR•IPV6『线路4』
东南卫视,http://123.161.39.146:9901/tsfile/live/0137_1.m3u8$LR•IPV4『线路5』
东南卫视,http://222.134.245.16:9901/tsfile/live/0137_1.m3u8$LR•IPV4『线路6』
东南卫视,http://111.8.242.107:9999/tsfile/live/1022_1.m3u8$LR•IPV4『线路7』
东南卫视,http://60.187.244.165:9901/tsfile/live/0137_1.m3u8$LR•IPV4『线路8』
东南卫视,http://60.255.240.247:8090/live/dnwsfjwsH265_4000.m3u8$LR•IPV4『线路9』
东南卫视,http://live.nctv.top/6688/bestv.php?id=dnws$LR•IPV4『线路10』
深圳卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000529/index.m3u8$LR•IPV6『线路1』
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000007410/1.m3u8?channel-id=bestzb&Contentid=5000000004000007410&livemode=1&stbId=3$LR•IPV6『线路2』
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3$LR•IPV6『线路3』
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000002116/1.m3u8?channel-id=wasusyt&Contentid=6000000001000002116&livemode=1&stbId=3$LR•IPV6『线路4』
深圳卫视,http://123.161.39.146:9901/tsfile/live/0126_1.m3u8$LR•IPV4『线路5』
深圳卫视,http://111.8.242.107:9999/tsfile/live/1021_1.m3u8$LR•IPV4『线路6』
深圳卫视,http://60.187.244.165:9901/tsfile/live/0126_1.m3u8$LR•IPV4『线路7』
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8$LR•IPV4『线路8』
深圳卫视,http://218.89.240.144:59901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225701/2/index.m3u8$LR•IPV6『线路1』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225742/2/index.m3u8$LR•IPV6『线路2』
广东卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000520/index.m3u8$LR•IPV6『线路3』
广东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265034/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265034&livemode=1&stbId=3$LR•IPV6『线路4』
广东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000031076/1.m3u8?channel-id=wasusyt&Contentid=6000000001000031076&livemode=1&stbId=3$LR•IPV6『线路5』
广东卫视,http://123.161.39.146:9901/tsfile/live/0125_1.m3u8$LR•IPV4『线路6』
广东卫视,http://222.134.245.16:9901/tsfile/live/0125_1.m3u8$LR•IPV4『线路7』
广东卫视,http://111.8.242.107:9999/tsfile/live/1062_1.m3u8$LR•IPV4『线路8』
广东卫视,http://60.187.244.165:9901/tsfile/live/0125_1.m3u8$LR•IPV4『线路9』
广西卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226452/index.m3u8$LR•IPV6『线路1』
广西卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000034/index.m3u8$LR•IPV6『线路2』
广西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3$LR•IPV6『线路3』
广西卫视,http://123.161.39.146:9901/tsfile/live/0113_1.m3u8$LR•IPV4『线路4』
广西卫视,http://222.134.245.16:9901/tsfile/live/0113_1.m3u8$LR•IPV4『线路5』
广西卫视,http://60.187.244.165:9901/tsfile/live/0113_1.m3u8$LR•IPV4『线路6』
广西卫视,http://121.24.98.45:8090/hls/85/index.m3u8$LR•IPV4『线路7』
广西卫视,http://220.249.114.102:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
厦门卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000058/index.m3u8$LR•IPV6『线路1』
厦门卫视,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000058$LR•IPV6『线路2』
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8$LR•IPV4『线路3』
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8$LR•IPV4『线路4』
厦门卫视,http://113.236.31.149:9901/tsfile/live/1054_1.m3u8$LR•IPV4『线路5』
厦门卫视,http://123.189.39.129:9901/tsfile/live/1054_1.m3u8$LR•IPV4『线路6』
厦门卫视,http://live.nctv.top/6688/bestv.php?id=xmws$LR•IPV4『线路7』
甘肃卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000023/index.m3u8$LR•IPV6『线路1』
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8$LR•IPV6『线路2』
甘肃卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$LR•IPV6『线路3』
甘肃卫视,http://222.134.245.16:9901/tsfile/live/0141_1.m3u8$LR•IPV4『线路4』
甘肃卫视,http://183.66.15.146:60901/tsfile/live/0141_1.m3u8$LR•IPV4『线路5』
甘肃卫视,http://123.161.155.128:9901/tsfile/live/0141_1.m3u8$LR•IPV4『线路6』
甘肃卫视,http://118.122.189.74:9901/tsfile/live/0141_1.m3u8$LR•IPV4『线路7』
甘肃卫视,http://101.19.84.8:9901/tsfile/live/0141_2.m3u8$LR•IPV4『线路8』
贵州卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000036/index.m3u8$LR•IPV6『线路1』
贵州卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225974/main.m3u8$LR•IPV6『线路2』
贵州卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000025843/1.m3u8?channel-id=bestzb&Contentid=5000000004000025843&livemode=1&stbId=3$LR•IPV6『线路3』
贵州卫视,http://222.134.245.16:9901/tsfile/live/0120_1.m3u8$LR•IPV4『线路4』
贵州卫视,http://111.8.242.107:9999/tsfile/live/0120_1.m3u8$LR•IPV4『线路5』
贵州卫视,http://60.187.244.165:9901/tsfile/live/0120_1.m3u8$LR•IPV4『线路6』
贵州卫视,http://60.255.240.247:8090/live/gzwsH265_4000.m3u8$LR•IPV4『线路7』
贵州卫视,http://222.134.245.16:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
河北卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226442/index.m3u8$LR•IPV6『线路1』
河北卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000006000040016/1.m3u8$LR•IPV6『线路2』
河北卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000057/index.m3u8$LR•IPV6『线路3』
河北卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3$LR•IPV6『线路4』
河北卫视,http://222.134.245.16:9901/tsfile/live/0117_1.m3u8$LR•IPV4『线路5』
河北卫视,http://111.8.242.107:9999/tsfile/live/1059_1.m3u8$LR•IPV4『线路6』
河北卫视,http://60.187.244.165:9901/tsfile/live/0117_1.m3u8$LR•IPV4『线路7』
河北卫视,http://183.66.15.146:60901/tsfile/live/0117_1.m3u8$LR•IPV4『线路8』
河南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000027/index.m3u8$LR•IPV6『线路1』
河南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031119/1.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3$LR•IPV6『线路2』
河南卫视,http://123.161.39.146:9901/tsfile/live/0139_1.m3u8$LR•IPV4『线路3』
河南卫视,http://222.134.245.16:9901/tsfile/live/0139_1.m3u8$LR•IPV4『线路4』
河南卫视,http://111.8.242.107:9999/tsfile/live/1055_1.m3u8$LR•IPV4『线路5』
河南卫视,http://60.187.244.165:9901/tsfile/live/0139_1.m3u8$LR•IPV4『线路6』
河南卫视,http://live.nctv.top/6688/hntv.php?id=hnws$LR•IPV4『线路7』
海峡卫视,http://live.nctv.top/6688/bestv.php?id=hxws$LR•IPV4
黑龙江卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000521/index.m3u8$LR•IPV6『线路1』
黑龙江卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001925/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3$LR•IPV6『线路2』
黑龙江卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265029/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265029&livemode=1&stbId=3$LR•IPV6『线路3』
黑龙江卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000016510/1.m3u8?channel-id=wasusyt&Contentid=6000000001000016510&livemode=1&stbId=3$LR•IPV6『线路4』
黑龙江卫视,http://222.134.245.16:9901/tsfile/live/0143_1.m3u8$LR•IPV4『线路5』
黑龙江卫视,http://111.8.242.107:9999/tsfile/live/1068_1.m3u8$LR•IPV4『线路6』
黑龙江卫视,http://60.187.244.165:9901/tsfile/live/0143_1.m3u8$LR•IPV4『线路7』
黑龙江卫视,http://60.255.240.247:8090/live/hljwsH265_4000.m3u8$LR•IPV4『线路8』
黑龙江卫视,http://222.134.245.16:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
湖北卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225699/2/index.m3u8$LR•IPV6『线路1』
湖北卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225740/2/index.m3u8$LR•IPV6『线路2』
湖北卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000522/index.m3u8$LR•IPV6『线路3』
湖北卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000024621/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=3$LR•IPV6『线路4』
湖北卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265023/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265023&livemode=1&stbId=3$LR•IPV6『线路5』
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8$LR•IPV4『线路6』
湖北卫视,http://111.8.242.107:9999/tsfile/live/1058_1.m3u8$LR•IPV4『线路7』
湖北卫视,http://60.187.244.165:9901/tsfile/live/0132_1.m3u8$LR•IPV4『线路8』
湖北卫视,http://113.57.111.4:1111/tsfile/live/1015_1.m3u8$LR•IPV4『线路9』
湖北卫视,http://123.129.70.178:9901/tsfile/live/0132_1.m3u8$LR•IPV4『线路10』
吉林卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000030/index.m3u8$LR•IPV6『线路1』
吉林卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/5000000011000031117/index.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3$LR•IPV6『线路2』
吉林卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000030$LR•IPV6『线路3』
吉林卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031117/1.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3$LR•IPV6『线路4』
吉林卫视,http://222.134.245.16:9901/tsfile/live/0116_1.m3u8$LR•IPV4『线路5』
吉林卫视,http://111.8.242.107:9999/tsfile/live/1032_1.m3u8$LR•IPV4『线路6』
吉林卫视,http://60.187.244.165:9901/tsfile/live/0116_1.m3u8$LR•IPV4『线路7』
吉林卫视,http://121.24.98.45:8090/hls/37/index.m3u8$LR•IPV4『线路8』
内蒙古卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000014080/1.m3u8$LR•IPV6『线路1』
内蒙古卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000044/index.m3u8$LR•IPV6『线路2』
内蒙古卫视,http://222.134.245.16:9901/tsfile/live/0109_1.m3u8$LR•IPV4『线路3』
内蒙古卫视,http://111.8.242.107:9999/tsfile/live/1000_1.m3u8$LR•IPV4『线路4』
内蒙古卫视,http://121.24.98.45:8090/hls/43/index.m3u8$LR•IPV4『线路5』
内蒙古卫视,http://223.166.234.215:7777/tsfile/live/0109_1.m3u8$LR•IPV4『线路6』
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680$LR•IPV4『线路7』
辽宁卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226209/index.m3u8$LR•IPV6『线路1』
辽宁卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000526/index.m3u8$LR•IPV6『线路2』
辽宁卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265022/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265022&livemode=1&stbId=3$LR•IPV6『线路3』
辽宁卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000011671/1.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3$LR•IPV6『线路4』
辽宁卫视,http://123.161.39.146:9901/tsfile/live/0121_1.m3u8$LR•IPV4『线路5』
辽宁卫视,http://222.134.245.16:9901/tsfile/live/0121_1.m3u8$LR•IPV4『线路6』
辽宁卫视,http://111.8.242.107:9999/tsfile/live/1060_1.m3u8$LR•IPV4『线路7』
辽宁卫视,http://60.187.244.165:9901/tsfile/live/0121_1.m3u8$LR•IPV4『线路8』
宁夏卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000047/index.m3u8$LR•IPV6『线路1』
宁夏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010110/1.m3u8$LR•IPV6『线路2』
宁夏卫视,http://222.134.245.16:9901/tsfile/live/0112_1.m3u8$LR•IPV4『线路3』
宁夏卫视,http://111.8.242.107:9999/tsfile/live/1027_1.m3u8$LR•IPV4『线路4』
宁夏卫视,http://183.66.15.146:60901/tsfile/live/0112_1.m3u8$LR•IPV4『线路5』
宁夏卫视,http://123.161.155.128:9901/tsfile/live/0112_1.m3u8$LR•IPV4『线路6』
宁夏卫视,http://119.36.148.115:59901/tsfile/live/0112_1.m3u8$LR•IPV4『线路7』
青海卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226545/index.m3u8$LR•IPV6『线路1』
青海卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000042/index.m3u8$LR•IPV6『线路2』
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8$LR•IPV6『线路3』
青海卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3$LR•IPV6『线路4』
青海卫视,http://123.161.39.146:9901/tsfile/live/0140_1.m3u8$LR•IPV4『线路5』
青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8$LR•IPV4『线路6』
青海卫视,http://111.8.242.107:9999/tsfile/live/1030_1.m3u8$LR•IPV4『线路7』
青海卫视,http://121.24.98.45:8090/hls/51/index.m3u8$LR•IPV4『线路8』
青海卫视,http://60.255.240.247:8090/live/qhwsH264_2000.m3u8$LR•IPV4『线路9』
山东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000020424/1.m3u8$LR•IPV6『线路1』
山东卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000527/index.m3u8$LR•IPV6『线路2』
山东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000004134/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004134&livemode=1&stbId=3$LR•IPV6『线路3』
山东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265019/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=3$LR•IPV6『线路4』
山东卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000016568/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016568&livemode=1&stbId=3$LR•IPV6『线路5』
山东卫视,http://123.161.39.146:9901/tsfile/live/0131_1.m3u8$LR•IPV4『线路6』
山东卫视,http://222.134.245.16:9901/tsfile/live/0131_1.m3u8$LR•IPV4『线路7』
山东卫视,http://111.8.242.107:9999/tsfile/live/1067_1.m3u8$LR•IPV4『线路8』
山东卫视,http://60.187.244.165:9901/tsfile/live/0131_1.m3u8$LR•IPV4『线路9』
山西卫视,http://[2409:8087:74d9:21::9]:80/270000001128/9900000053/index.m3u8$LR•IPV6『线路1』
山西卫视,http://123.161.39.146:9901/tsfile/live/0118_1.m3u8$LR•IPV4『线路2』
山西卫视,http://222.134.245.16:9901/tsfile/live/0118_1.m3u8$LR•IPV4『线路3』
山西卫视,http://60.187.244.165:9901/tsfile/live/0118_1.m3u8$LR•IPV4『线路4』
山西卫视,http://121.24.98.45:8090/hls/35/index.m3u8$LR•IPV4『线路5』
天津卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226191/index.m3u8$LR•IPV6『线路1』
天津卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000530/index.m3u8$LR•IPV6『线路2』
天津卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009186/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009186&livemode=1&stbId=3$LR•IPV6『线路3』
天津卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000006827/1.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=3$LR•IPV6『线路4』
天津卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265026/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=3$LR•IPV6『线路5』
天津卫视,http://123.161.39.146:9901/tsfile/live/0135_1.m3u8$LR•IPV4『线路6』
天津卫视,http://222.134.245.16:9901/tsfile/live/0135_1.m3u8$LR•IPV4『线路7』
天津卫视,http://111.8.242.107:9999/tsfile/live/1069_1.m3u8$LR•IPV4『线路8』
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8$LR•IPV4『线路9』
天津卫视,http://60.187.244.165:9901/tsfile/live/0135_1.m3u8$LR•IPV4『线路10』
海南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006211/1.m3u8$LR•IPV6『线路1』
海南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000037/index.m3u8$LR•IPV6『线路2』
海南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000006211/1.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3$LR•IPV6『线路3』
海南卫视,http://113.57.111.4:1111/tsfile/live/1031_1.m3u8$LR•IPV4『线路4』
海南卫视,http://42.48.50.138:9002/tsfile/live/1009_1.m3u8$LR•IPV4『线路5』
海南卫视,http://123.166.61.70:8003/hls/63/index.m3u8$LR•IPV4『线路6』
海南卫视,http://119.36.148.115:59901/tsfile/live/1008_1.m3u8$LR•IPV4『线路7』
海南卫视,http://118.122.189.74:9901/tsfile/live/0108_1.m3u8$LR•IPV4『线路8』
新疆卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000045/index.m3u8$LR•IPV6『线路1』
新疆卫视,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000045$LR•IPV6『线路2』
新疆卫视,http://222.134.245.16:9901/tsfile/live/0110_1.m3u8$LR•IPV4『线路3』
新疆卫视,http://111.8.242.107:9999/tsfile/live/1026_1.m3u8$LR•IPV4『线路4』
新疆卫视,http://121.24.98.45:8090/hls/61/index.m3u8$LR•IPV4『线路5』
新疆卫视,http://123.161.155.128:9901/tsfile/live/0110_1.m3u8$LR•IPV4『线路6』
新疆卫视,http://222.134.245.16:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路7』
云南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000035/index.m3u8$LR•IPV6『线路1』
云南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031120/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3$LR•IPV6『线路2』
云南卫视,http://123.161.39.146:9901/tsfile/live/0119_1.m3u8$LR•IPV4『线路3』
云南卫视,http://222.134.245.16:9901/tsfile/live/0119_1.m3u8$LR•IPV4『线路4』
云南卫视,http://60.187.244.165:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路5』
云南卫视,http://121.24.98.45:8090/hls/41/index.m3u8$LR•IPV4『线路6』
云南卫视,http://223.166.234.19:7777/tsfile/live/0119_1.m3u8$LR•IPV4『线路7』
西藏卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221225698/index.m3u8$LR•IPV6『线路1』
西藏卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000043/index.m3u8$LR•IPV6『线路2』
西藏卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000043$LR•IPV6『线路3』
西藏卫视,http://111.8.242.107:9999/tsfile/live/1061_1.m3u8$LR•IPV4『线路4』
西藏卫视,http://183.66.15.146:60901/tsfile/live/0111_1.m3u8$LR•IPV4『线路5』
西藏卫视,http://123.161.155.128:9901/tsfile/live/0111_1.m3u8$LR•IPV4『线路6』
西藏卫视,http://42.48.50.138:9002/tsfile/live/1005_1.m3u8$LR•IPV4『线路7』
西藏卫视,http://119.36.148.115:59901/tsfile/live/0111_1.m3u8$LR•IPV4『线路8』
兵团卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000059/index.m3u8$LR•IPV6
安多卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000064/index.m3u8$LR•IPV6『线路1』
安多卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226405/index.m3u8$LR•IPV6『线路2』
